"","lat","lon","date","time"
"5418",32.545224,-117.042625,"2011-08-19","04:02:29"
"5419",32.545224,-117.042625,"2011-08-19","04:02:32"
"5420",32.545223,-117.042625,"2011-08-19","04:02:34"
"5421",32.545343,-117.042602,"2011-08-19","04:02:37"
"5422",32.545434,-117.04261,"2011-08-19","04:02:38"
"5423",32.545548,-117.042602,"2011-08-19","04:02:40"
"5424",32.545686,-117.04262,"2011-08-19","04:02:42"
"5425",32.545854,-117.042632,"2011-08-19","04:02:44"
"5426",32.545944,-117.042635,"2011-08-19","04:02:45"
"5427",32.546114,-117.042628,"2011-08-19","04:02:47"
"5428",32.546211,-117.042624,"2011-08-19","04:02:48"
"5429",32.546304,-117.042623,"2011-08-19","04:02:49"
"5430",32.546401,-117.04262,"2011-08-19","04:02:50"
"5431",32.546498,-117.042615,"2011-08-19","04:02:51"
"5432",32.546599,-117.042613,"2011-08-19","04:02:52"
"5433",32.546706,-117.042599,"2011-08-19","04:02:53"
"5434",32.546816,-117.042585,"2011-08-19","04:02:54"
"5435",32.546921,-117.042567,"2011-08-19","04:02:55"
"5436",32.54702,-117.042538,"2011-08-19","04:02:56"
"5437",32.547129,-117.042504,"2011-08-19","04:02:57"
"5438",32.547236,-117.042467,"2011-08-19","04:02:58"
"5439",32.547351,-117.042433,"2011-08-19","04:02:59"
"5440",32.547459,-117.042404,"2011-08-19","04:03:00"
"5441",32.547571,-117.042378,"2011-08-19","04:03:01"
"5442",32.547684,-117.042358,"2011-08-19","04:03:02"
"5443",32.547801,-117.042349,"2011-08-19","04:03:03"
"5444",32.547918,-117.042344,"2011-08-19","04:03:04"
"5445",32.548039,-117.042339,"2011-08-19","04:03:05"
"5446",32.548163,-117.04234,"2011-08-19","04:03:06"
"5447",32.54829,-117.042345,"2011-08-19","04:03:07"
"5448",32.548417,-117.042347,"2011-08-19","04:03:08"
"5449",32.548551,-117.042346,"2011-08-19","04:03:09"
"5450",32.548681,-117.042346,"2011-08-19","04:03:10"
"5451",32.548815,-117.042342,"2011-08-19","04:03:11"
"5452",32.548944,-117.042341,"2011-08-19","04:03:12"
"5453",32.549074,-117.042339,"2011-08-19","04:03:13"
"5454",32.549213,-117.042335,"2011-08-19","04:03:14"
"5455",32.549346,-117.042337,"2011-08-19","04:03:15"
"5456",32.549477,-117.04234,"2011-08-19","04:03:16"
"5457",32.549599,-117.04232,"2011-08-19","04:03:17"
"5458",32.549704,-117.04234,"2011-08-19","04:03:18"
"5459",32.549788,-117.042388,"2011-08-19","04:03:19"
"5460",32.549904,-117.042535,"2011-08-19","04:03:21"
"5461",32.549948,-117.042632,"2011-08-19","04:03:22"
"5462",32.549999,-117.042749,"2011-08-19","04:03:23"
"5463",32.550045,-117.042874,"2011-08-19","04:03:24"
"5464",32.550089,-117.043005,"2011-08-19","04:03:25"
"5465",32.550144,-117.043141,"2011-08-19","04:03:26"
"5466",32.550203,-117.043283,"2011-08-19","04:03:27"
"5467",32.550266,-117.043433,"2011-08-19","04:03:28"
"5468",32.550333,-117.043589,"2011-08-19","04:03:29"
"5469",32.550401,-117.043757,"2011-08-19","04:03:30"
"5470",32.550465,-117.043922,"2011-08-19","04:03:31"
"5471",32.550519,-117.044089,"2011-08-19","04:03:32"
"5472",32.550568,-117.044245,"2011-08-19","04:03:33"
"5473",32.550614,-117.044393,"2011-08-19","04:03:34"
"5474",32.550661,-117.044532,"2011-08-19","04:03:35"
"5475",32.550706,-117.044673,"2011-08-19","04:03:36"
"5476",32.550748,-117.044813,"2011-08-19","04:03:37"
"5477",32.550787,-117.044944,"2011-08-19","04:03:38"
"5478",32.550821,-117.045066,"2011-08-19","04:03:39"
"5479",32.550846,-117.045181,"2011-08-19","04:03:40"
"5480",32.550881,-117.045372,"2011-08-19","04:03:42"
"5481",32.550886,-117.045513,"2011-08-19","04:03:44"
"5482",32.550915,-117.045629,"2011-08-19","04:03:49"
"5483",32.550987,-117.045712,"2011-08-19","04:03:53"
"5484",32.551103,-117.045709,"2011-08-19","04:03:55"
"5485",32.551217,-117.045648,"2011-08-19","04:03:57"
"5486",32.551341,-117.045571,"2011-08-19","04:03:59"
"5487",32.551449,-117.045504,"2011-08-19","04:04:01"
"5488",32.551551,-117.045447,"2011-08-19","04:04:03"
"5489",32.551633,-117.045377,"2011-08-19","04:04:05"
"5490",32.551733,-117.045332,"2011-08-19","04:04:09"
"5491",32.551733,-117.045332,"2011-08-19","04:04:12"
"5492",32.551739,-117.045337,"2011-08-19","04:04:14"
"5493",32.551803,-117.045356,"2011-08-19","04:04:19"
"5494",32.551879,-117.045464,"2011-08-19","04:04:21"
"5495",32.551942,-117.045671,"2011-08-19","04:04:23"
"5496",32.551983,-117.045798,"2011-08-19","04:04:24"
"5497",32.552025,-117.045931,"2011-08-19","04:04:25"
"5498",32.552065,-117.046069,"2011-08-19","04:04:26"
"5499",32.552116,-117.046218,"2011-08-19","04:04:27"
"5500",32.552168,-117.046371,"2011-08-19","04:04:28"
"5501",32.552219,-117.046531,"2011-08-19","04:04:29"
"5502",32.552279,-117.046695,"2011-08-19","04:04:30"
"5503",32.552336,-117.046862,"2011-08-19","04:04:31"
"5504",32.552392,-117.047042,"2011-08-19","04:04:32"
"5505",32.552446,-117.047214,"2011-08-19","04:04:33"
"5506",32.552502,-117.047389,"2011-08-19","04:04:34"
"5507",32.552565,-117.047566,"2011-08-19","04:04:35"
"5508",32.552637,-117.047749,"2011-08-19","04:04:36"
"5509",32.552712,-117.047939,"2011-08-19","04:04:37"
"5510",32.552787,-117.048135,"2011-08-19","04:04:38"
"5511",32.552873,-117.048341,"2011-08-19","04:04:39"
"5512",32.552957,-117.048557,"2011-08-19","04:04:40"
"5513",32.553045,-117.048779,"2011-08-19","04:04:41"
"5514",32.553136,-117.049014,"2011-08-19","04:04:42"
"5515",32.553224,-117.049253,"2011-08-19","04:04:43"
"5516",32.553317,-117.049495,"2011-08-19","04:04:44"
"5517",32.553421,-117.049737,"2011-08-19","04:04:45"
"5518",32.553525,-117.049987,"2011-08-19","04:04:46"
"5519",32.553634,-117.05024,"2011-08-19","04:04:47"
"5520",32.553735,-117.050498,"2011-08-19","04:04:48"
"5521",32.553837,-117.050761,"2011-08-19","04:04:49"
"5522",32.553939,-117.051028,"2011-08-19","04:04:50"
"5523",32.554044,-117.051296,"2011-08-19","04:04:51"
"5524",32.554155,-117.051566,"2011-08-19","04:04:52"
"5525",32.554261,-117.051842,"2011-08-19","04:04:53"
"5526",32.554367,-117.052119,"2011-08-19","04:04:54"
"5527",32.554481,-117.052401,"2011-08-19","04:04:55"
"5528",32.554599,-117.052692,"2011-08-19","04:04:56"
"5529",32.554723,-117.052982,"2011-08-19","04:04:57"
"5530",32.55485,-117.053276,"2011-08-19","04:04:58"
"5531",32.554977,-117.053577,"2011-08-19","04:04:59"
"5532",32.555105,-117.053883,"2011-08-19","04:05:00"
"5533",32.555235,-117.054193,"2011-08-19","04:05:01"
"5534",32.555365,-117.054508,"2011-08-19","04:05:02"
"5535",32.555501,-117.054823,"2011-08-19","04:05:03"
"5536",32.555639,-117.055143,"2011-08-19","04:05:04"
"5537",32.555776,-117.055464,"2011-08-19","04:05:05"
"5538",32.555913,-117.055786,"2011-08-19","04:05:06"
"5539",32.556054,-117.056107,"2011-08-19","04:05:07"
"5540",32.556191,-117.056434,"2011-08-19","04:05:08"
"5541",32.556331,-117.05676,"2011-08-19","04:05:09"
"5542",32.556466,-117.057087,"2011-08-19","04:05:10"
"5543",32.556604,-117.057417,"2011-08-19","04:05:11"
"5544",32.556743,-117.057746,"2011-08-19","04:05:12"
"5545",32.556883,-117.058079,"2011-08-19","04:05:13"
"5546",32.557025,-117.058409,"2011-08-19","04:05:14"
"5547",32.557164,-117.058739,"2011-08-19","04:05:15"
"5548",32.557301,-117.059065,"2011-08-19","04:05:16"
"5549",32.557441,-117.059391,"2011-08-19","04:05:17"
"5550",32.55758,-117.059714,"2011-08-19","04:05:18"
"5551",32.557719,-117.060034,"2011-08-19","04:05:19"
"5552",32.557853,-117.060352,"2011-08-19","04:05:20"
"5553",32.55799,-117.060672,"2011-08-19","04:05:21"
"5554",32.558123,-117.060989,"2011-08-19","04:05:22"
"5555",32.558255,-117.061307,"2011-08-19","04:05:23"
"5556",32.558389,-117.061621,"2011-08-19","04:05:24"
"5557",32.558519,-117.061929,"2011-08-19","04:05:25"
"5558",32.558644,-117.062232,"2011-08-19","04:05:26"
"5559",32.55877,-117.062534,"2011-08-19","04:05:27"
"5560",32.558897,-117.062835,"2011-08-19","04:05:28"
"5561",32.559028,-117.063128,"2011-08-19","04:05:29"
"5562",32.55916,-117.063416,"2011-08-19","04:05:30"
"5563",32.559293,-117.063699,"2011-08-19","04:05:31"
"5564",32.55943,-117.063978,"2011-08-19","04:05:32"
"5565",32.55957,-117.064258,"2011-08-19","04:05:33"
"5566",32.55972,-117.064531,"2011-08-19","04:05:34"
"5567",32.559878,-117.064798,"2011-08-19","04:05:35"
"5568",32.560045,-117.06507,"2011-08-19","04:05:36"
"5569",32.560222,-117.065341,"2011-08-19","04:05:37"
"5570",32.560398,-117.065617,"2011-08-19","04:05:38"
"5571",32.56057,-117.065901,"2011-08-19","04:05:39"
"5572",32.560742,-117.066176,"2011-08-19","04:05:40"
"5573",32.560913,-117.066456,"2011-08-19","04:05:41"
"5574",32.561097,-117.066739,"2011-08-19","04:05:42"
"5575",32.561277,-117.067021,"2011-08-19","04:05:43"
"5576",32.561455,-117.067303,"2011-08-19","04:05:44"
"5577",32.561631,-117.067588,"2011-08-19","04:05:45"
"5578",32.561809,-117.067875,"2011-08-19","04:05:46"
"5579",32.561996,-117.068166,"2011-08-19","04:05:47"
"5580",32.562185,-117.068457,"2011-08-19","04:05:48"
"5581",32.562369,-117.068751,"2011-08-19","04:05:49"
"5582",32.562554,-117.069044,"2011-08-19","04:05:50"
"5583",32.562739,-117.069341,"2011-08-19","04:05:51"
"5584",32.562931,-117.069642,"2011-08-19","04:05:52"
"5585",32.563121,-117.069945,"2011-08-19","04:05:53"
"5586",32.56331,-117.070245,"2011-08-19","04:05:54"
"5587",32.563503,-117.070543,"2011-08-19","04:05:55"
"5588",32.563693,-117.070843,"2011-08-19","04:05:56"
"5589",32.563882,-117.071145,"2011-08-19","04:05:57"
"5590",32.564071,-117.071444,"2011-08-19","04:05:58"
"5591",32.56426,-117.071743,"2011-08-19","04:05:59"
"5592",32.564447,-117.072043,"2011-08-19","04:06:00"
"5593",32.564634,-117.072337,"2011-08-19","04:06:01"
"5594",32.56482,-117.072631,"2011-08-19","04:06:02"
"5595",32.565007,-117.072917,"2011-08-19","04:06:03"
"5596",32.565197,-117.073191,"2011-08-19","04:06:04"
"5597",32.565402,-117.073464,"2011-08-19","04:06:05"
"5598",32.56561,-117.073728,"2011-08-19","04:06:06"
"5599",32.565825,-117.073968,"2011-08-19","04:06:07"
"5600",32.566047,-117.074201,"2011-08-19","04:06:08"
"5601",32.566276,-117.074428,"2011-08-19","04:06:09"
"5602",32.566517,-117.074647,"2011-08-19","04:06:10"
"5603",32.566772,-117.074857,"2011-08-19","04:06:11"
"5604",32.567033,-117.075047,"2011-08-19","04:06:12"
"5605",32.567298,-117.075232,"2011-08-19","04:06:13"
"5606",32.567564,-117.075421,"2011-08-19","04:06:14"
"5607",32.567836,-117.075616,"2011-08-19","04:06:15"
"5608",32.568104,-117.075811,"2011-08-19","04:06:16"
"5609",32.568374,-117.076006,"2011-08-19","04:06:17"
"5610",32.568642,-117.076203,"2011-08-19","04:06:18"
"5611",32.568913,-117.0764,"2011-08-19","04:06:19"
"5612",32.569183,-117.076596,"2011-08-19","04:06:20"
"5613",32.569458,-117.076798,"2011-08-19","04:06:21"
"5614",32.56973,-117.077001,"2011-08-19","04:06:22"
"5615",32.570007,-117.077205,"2011-08-19","04:06:23"
"5616",32.570284,-117.077406,"2011-08-19","04:06:24"
"5617",32.570561,-117.077608,"2011-08-19","04:06:25"
"5618",32.570838,-117.077814,"2011-08-19","04:06:26"
"5619",32.571116,-117.078022,"2011-08-19","04:06:27"
"5620",32.571393,-117.078229,"2011-08-19","04:06:28"
"5621",32.571674,-117.078438,"2011-08-19","04:06:29"
"5622",32.571956,-117.078645,"2011-08-19","04:06:30"
"5623",32.572238,-117.078856,"2011-08-19","04:06:31"
"5624",32.572524,-117.079067,"2011-08-19","04:06:32"
"5625",32.572812,-117.079283,"2011-08-19","04:06:33"
"5626",32.573095,-117.079497,"2011-08-19","04:06:34"
"5627",32.573379,-117.079711,"2011-08-19","04:06:35"
"5628",32.573658,-117.079922,"2011-08-19","04:06:36"
"5629",32.573937,-117.080129,"2011-08-19","04:06:37"
"5630",32.574214,-117.080337,"2011-08-19","04:06:38"
"5631",32.574485,-117.080547,"2011-08-19","04:06:39"
"5632",32.574748,-117.080749,"2011-08-19","04:06:40"
"5633",32.575003,-117.080948,"2011-08-19","04:06:41"
"5634",32.575252,-117.081151,"2011-08-19","04:06:42"
"5635",32.575494,-117.081357,"2011-08-19","04:06:43"
"5636",32.575731,-117.081565,"2011-08-19","04:06:44"
"5637",32.57596,-117.081782,"2011-08-19","04:06:45"
"5638",32.576178,-117.081995,"2011-08-19","04:06:46"
"5639",32.576398,-117.082213,"2011-08-19","04:06:47"
"5640",32.576618,-117.082425,"2011-08-19","04:06:48"
"5641",32.576838,-117.082649,"2011-08-19","04:06:49"
"5642",32.577053,-117.082878,"2011-08-19","04:06:50"
"5643",32.577273,-117.083107,"2011-08-19","04:06:51"
"5644",32.577497,-117.08334,"2011-08-19","04:06:52"
"5645",32.577716,-117.083567,"2011-08-19","04:06:53"
"5646",32.577938,-117.083802,"2011-08-19","04:06:54"
"5647",32.578156,-117.084023,"2011-08-19","04:06:55"
"5648",32.578379,-117.084256,"2011-08-19","04:06:56"
"5649",32.578596,-117.084479,"2011-08-19","04:06:57"
"5650",32.578809,-117.084695,"2011-08-19","04:06:58"
"5651",32.579023,-117.084908,"2011-08-19","04:06:59"
"5652",32.579243,-117.085115,"2011-08-19","04:07:00"
"5653",32.579465,-117.085314,"2011-08-19","04:07:01"
"5654",32.579693,-117.085499,"2011-08-19","04:07:02"
"5655",32.579937,-117.085677,"2011-08-19","04:07:03"
"5656",32.580186,-117.08586,"2011-08-19","04:07:04"
"5657",32.580439,-117.086033,"2011-08-19","04:07:05"
"5658",32.580704,-117.086197,"2011-08-19","04:07:06"
"5659",32.580973,-117.086351,"2011-08-19","04:07:07"
"5660",32.581248,-117.086497,"2011-08-19","04:07:08"
"5661",32.581528,-117.086634,"2011-08-19","04:07:09"
"5662",32.581807,-117.08676,"2011-08-19","04:07:10"
"5663",32.582096,-117.086878,"2011-08-19","04:07:11"
"5664",32.582392,-117.086987,"2011-08-19","04:07:12"
"5665",32.582685,-117.087076,"2011-08-19","04:07:13"
"5666",32.582982,-117.087161,"2011-08-19","04:07:14"
"5667",32.583276,-117.087238,"2011-08-19","04:07:15"
"5668",32.583574,-117.087302,"2011-08-19","04:07:16"
"5669",32.583873,-117.08735,"2011-08-19","04:07:17"
"5670",32.584172,-117.087394,"2011-08-19","04:07:18"
"5671",32.584471,-117.087433,"2011-08-19","04:07:19"
"5672",32.584777,-117.087456,"2011-08-19","04:07:20"
"5673",32.58509,-117.087469,"2011-08-19","04:07:21"
"5674",32.585405,-117.08748,"2011-08-19","04:07:22"
"5675",32.585718,-117.087492,"2011-08-19","04:07:23"
"5676",32.586028,-117.0875,"2011-08-19","04:07:24"
"5677",32.586335,-117.087518,"2011-08-19","04:07:25"
"5678",32.586646,-117.087533,"2011-08-19","04:07:26"
"5679",32.586955,-117.087547,"2011-08-19","04:07:27"
"5680",32.587266,-117.087581,"2011-08-19","04:07:28"
"5681",32.587572,-117.087614,"2011-08-19","04:07:29"
"5682",32.587882,-117.087651,"2011-08-19","04:07:30"
"5683",32.588194,-117.087687,"2011-08-19","04:07:31"
"5684",32.588503,-117.087737,"2011-08-19","04:07:32"
"5685",32.588814,-117.087779,"2011-08-19","04:07:33"
"5686",32.589128,-117.087826,"2011-08-19","04:07:34"
"5687",32.589442,-117.087876,"2011-08-19","04:07:35"
"5688",32.589752,-117.087922,"2011-08-19","04:07:36"
"5689",32.590064,-117.087968,"2011-08-19","04:07:37"
"5690",32.590376,-117.088013,"2011-08-19","04:07:38"
"5691",32.590685,-117.088061,"2011-08-19","04:07:39"
"5692",32.590991,-117.088103,"2011-08-19","04:07:40"
"5693",32.5913,-117.088149,"2011-08-19","04:07:41"
"5694",32.591607,-117.088195,"2011-08-19","04:07:42"
"5695",32.591904,-117.088238,"2011-08-19","04:07:43"
"5696",32.592214,-117.088287,"2011-08-19","04:07:44"
"5697",32.592519,-117.088336,"2011-08-19","04:07:45"
"5698",32.592824,-117.088377,"2011-08-19","04:07:46"
"5699",32.593129,-117.088425,"2011-08-19","04:07:47"
"5700",32.593431,-117.08847,"2011-08-19","04:07:48"
"5701",32.593732,-117.088521,"2011-08-19","04:07:49"
"5702",32.594036,-117.088569,"2011-08-19","04:07:50"
"5703",32.594341,-117.088615,"2011-08-19","04:07:51"
"5704",32.594642,-117.088658,"2011-08-19","04:07:52"
"5705",32.594945,-117.088705,"2011-08-19","04:07:53"
"5706",32.595247,-117.088753,"2011-08-19","04:07:54"
"5707",32.595549,-117.088795,"2011-08-19","04:07:55"
"5708",32.595852,-117.088838,"2011-08-19","04:07:56"
"5709",32.596154,-117.088885,"2011-08-19","04:07:57"
"5710",32.596456,-117.088928,"2011-08-19","04:07:58"
"5711",32.596756,-117.088973,"2011-08-19","04:07:59"
"5712",32.597057,-117.089016,"2011-08-19","04:08:00"
"5713",32.597357,-117.089056,"2011-08-19","04:08:01"
"5714",32.597657,-117.089089,"2011-08-19","04:08:02"
"5715",32.597957,-117.089133,"2011-08-19","04:08:03"
"5716",32.598262,-117.089167,"2011-08-19","04:08:04"
"5717",32.598567,-117.089202,"2011-08-19","04:08:05"
"5718",32.598871,-117.089239,"2011-08-19","04:08:06"
"5719",32.599179,-117.089276,"2011-08-19","04:08:07"
"5720",32.599486,-117.08931,"2011-08-19","04:08:08"
"5721",32.599792,-117.089349,"2011-08-19","04:08:09"
"5722",32.600098,-117.089385,"2011-08-19","04:08:10"
"5723",32.600407,-117.089418,"2011-08-19","04:08:11"
"5724",32.600718,-117.089458,"2011-08-19","04:08:12"
"5725",32.601028,-117.089492,"2011-08-19","04:08:13"
"5726",32.601339,-117.089529,"2011-08-19","04:08:14"
"5727",32.601649,-117.089561,"2011-08-19","04:08:15"
"5728",32.601964,-117.089597,"2011-08-19","04:08:16"
"5729",32.602277,-117.089631,"2011-08-19","04:08:17"
"5730",32.602595,-117.089671,"2011-08-19","04:08:18"
"5731",32.602913,-117.089708,"2011-08-19","04:08:19"
"5732",32.603232,-117.089748,"2011-08-19","04:08:20"
"5733",32.603551,-117.089783,"2011-08-19","04:08:21"
"5734",32.603871,-117.089823,"2011-08-19","04:08:22"
"5735",32.60419,-117.089859,"2011-08-19","04:08:23"
"5736",32.604513,-117.089896,"2011-08-19","04:08:24"
"5737",32.604839,-117.089938,"2011-08-19","04:08:25"
"5738",32.605164,-117.089975,"2011-08-19","04:08:26"
"5739",32.605488,-117.090012,"2011-08-19","04:08:27"
"5740",32.605812,-117.090051,"2011-08-19","04:08:28"
"5741",32.606139,-117.090089,"2011-08-19","04:08:29"
"5742",32.606466,-117.090123,"2011-08-19","04:08:30"
"5743",32.606795,-117.090162,"2011-08-19","04:08:31"
"5744",32.607121,-117.090203,"2011-08-19","04:08:32"
"5745",32.607448,-117.090243,"2011-08-19","04:08:33"
"5746",32.60777,-117.090285,"2011-08-19","04:08:34"
"5747",32.608091,-117.090325,"2011-08-19","04:08:35"
"5748",32.608405,-117.090362,"2011-08-19","04:08:36"
"5749",32.608721,-117.090399,"2011-08-19","04:08:37"
"5750",32.609034,-117.090437,"2011-08-19","04:08:38"
"5751",32.609341,-117.090471,"2011-08-19","04:08:39"
"5752",32.609649,-117.090504,"2011-08-19","04:08:40"
"5753",32.609953,-117.090542,"2011-08-19","04:08:41"
"5754",32.610256,-117.090579,"2011-08-19","04:08:42"
"5755",32.610559,-117.090618,"2011-08-19","04:08:43"
"5756",32.610859,-117.090655,"2011-08-19","04:08:44"
"5757",32.611166,-117.090693,"2011-08-19","04:08:45"
"5758",32.611474,-117.090725,"2011-08-19","04:08:46"
"5759",32.611785,-117.090761,"2011-08-19","04:08:47"
"5760",32.612093,-117.090799,"2011-08-19","04:08:48"
"5761",32.612406,-117.090835,"2011-08-19","04:08:49"
"5762",32.612719,-117.090876,"2011-08-19","04:08:50"
"5763",32.613037,-117.090912,"2011-08-19","04:08:51"
"5764",32.613354,-117.090951,"2011-08-19","04:08:52"
"5765",32.613669,-117.090983,"2011-08-19","04:08:53"
"5766",32.613985,-117.091017,"2011-08-19","04:08:54"
"5767",32.614305,-117.091051,"2011-08-19","04:08:55"
"5768",32.614629,-117.091088,"2011-08-19","04:08:56"
"5769",32.614952,-117.091122,"2011-08-19","04:08:57"
"5770",32.615278,-117.091158,"2011-08-19","04:08:58"
"5771",32.615605,-117.091196,"2011-08-19","04:08:59"
"5772",32.615934,-117.091234,"2011-08-19","04:09:00"
"5773",32.616264,-117.091275,"2011-08-19","04:09:01"
"5774",32.616588,-117.091317,"2011-08-19","04:09:02"
"5775",32.616918,-117.091356,"2011-08-19","04:09:03"
"5776",32.617244,-117.091396,"2011-08-19","04:09:04"
"5777",32.617565,-117.091448,"2011-08-19","04:09:05"
"5778",32.617876,-117.091511,"2011-08-19","04:09:06"
"5779",32.618187,-117.091591,"2011-08-19","04:09:07"
"5780",32.618489,-117.091679,"2011-08-19","04:09:08"
"5781",32.618783,-117.091781,"2011-08-19","04:09:09"
"5782",32.619074,-117.091887,"2011-08-19","04:09:10"
"5783",32.619367,-117.091999,"2011-08-19","04:09:11"
"5784",32.619657,-117.092111,"2011-08-19","04:09:12"
"5785",32.61995,-117.092222,"2011-08-19","04:09:13"
"5786",32.620245,-117.092333,"2011-08-19","04:09:14"
"5787",32.620536,-117.092446,"2011-08-19","04:09:15"
"5788",32.620827,-117.092558,"2011-08-19","04:09:16"
"5789",32.621121,-117.092666,"2011-08-19","04:09:17"
"5790",32.621416,-117.092778,"2011-08-19","04:09:18"
"5791",32.621711,-117.092893,"2011-08-19","04:09:19"
"5792",32.622004,-117.093006,"2011-08-19","04:09:20"
"5793",32.6223,-117.093118,"2011-08-19","04:09:21"
"5794",32.622595,-117.093231,"2011-08-19","04:09:22"
"5795",32.62289,-117.093344,"2011-08-19","04:09:23"
"5796",32.623186,-117.093455,"2011-08-19","04:09:24"
"5797",32.623485,-117.093568,"2011-08-19","04:09:25"
"5798",32.623778,-117.093678,"2011-08-19","04:09:26"
"5799",32.624075,-117.09379,"2011-08-19","04:09:27"
"5800",32.624375,-117.093903,"2011-08-19","04:09:28"
"5801",32.624684,-117.09402,"2011-08-19","04:09:29"
"5802",32.624991,-117.094137,"2011-08-19","04:09:30"
"5803",32.6253,-117.094254,"2011-08-19","04:09:31"
"5804",32.625608,-117.094376,"2011-08-19","04:09:32"
"5805",32.625917,-117.094495,"2011-08-19","04:09:33"
"5806",32.626231,-117.094617,"2011-08-19","04:09:34"
"5807",32.626545,-117.094742,"2011-08-19","04:09:35"
"5808",32.626856,-117.094869,"2011-08-19","04:09:36"
"5809",32.627171,-117.094996,"2011-08-19","04:09:37"
"5810",32.627491,-117.095123,"2011-08-19","04:09:38"
"5811",32.627807,-117.09525,"2011-08-19","04:09:39"
"5812",32.628129,-117.09538,"2011-08-19","04:09:40"
"5813",32.628447,-117.09551,"2011-08-19","04:09:41"
"5814",32.628764,-117.095638,"2011-08-19","04:09:42"
"5815",32.629082,-117.095766,"2011-08-19","04:09:43"
"5816",32.629395,-117.09589,"2011-08-19","04:09:44"
"5817",32.6297,-117.096007,"2011-08-19","04:09:45"
"5818",32.63,-117.096123,"2011-08-19","04:09:46"
"5819",32.630292,-117.096234,"2011-08-19","04:09:47"
"5820",32.630579,-117.096343,"2011-08-19","04:09:48"
"5821",32.630866,-117.096456,"2011-08-19","04:09:49"
"5822",32.631152,-117.09657,"2011-08-19","04:09:50"
"5823",32.631441,-117.09669,"2011-08-19","04:09:51"
"5824",32.631734,-117.096807,"2011-08-19","04:09:52"
"5825",32.632021,-117.096921,"2011-08-19","04:09:53"
"5826",32.632313,-117.097041,"2011-08-19","04:09:54"
"5827",32.632607,-117.097161,"2011-08-19","04:09:55"
"5828",32.632896,-117.097274,"2011-08-19","04:09:56"
"5829",32.63319,-117.097392,"2011-08-19","04:09:57"
"5830",32.633494,-117.097516,"2011-08-19","04:09:58"
"5831",32.633795,-117.097638,"2011-08-19","04:09:59"
"5832",32.634093,-117.097758,"2011-08-19","04:10:00"
"5833",32.634385,-117.097875,"2011-08-19","04:10:01"
"5834",32.634679,-117.097994,"2011-08-19","04:10:02"
"5835",32.634977,-117.098111,"2011-08-19","04:10:03"
"5836",32.635273,-117.098229,"2011-08-19","04:10:04"
"5837",32.63557,-117.098347,"2011-08-19","04:10:05"
"5838",32.635871,-117.098467,"2011-08-19","04:10:06"
"5839",32.636167,-117.098586,"2011-08-19","04:10:07"
"5840",32.636462,-117.09871,"2011-08-19","04:10:08"
"5841",32.636747,-117.098824,"2011-08-19","04:10:09"
"5842",32.637062,-117.098952,"2011-08-19","04:10:10"
"5843",32.637368,-117.09907,"2011-08-19","04:10:11"
"5844",32.637671,-117.099189,"2011-08-19","04:10:12"
"5845",32.637975,-117.09931,"2011-08-19","04:10:13"
"5846",32.638276,-117.099432,"2011-08-19","04:10:14"
"5847",32.638579,-117.099555,"2011-08-19","04:10:15"
"5848",32.638882,-117.099674,"2011-08-19","04:10:16"
"5849",32.639183,-117.099789,"2011-08-19","04:10:17"
"5850",32.639485,-117.099911,"2011-08-19","04:10:18"
"5851",32.639787,-117.100027,"2011-08-19","04:10:19"
"5852",32.640089,-117.100143,"2011-08-19","04:10:20"
"5853",32.640392,-117.100262,"2011-08-19","04:10:21"
"5854",32.640703,-117.100383,"2011-08-19","04:10:22"
"5855",32.641003,-117.100491,"2011-08-19","04:10:23"
"5856",32.641308,-117.100597,"2011-08-19","04:10:24"
"5857",32.641614,-117.100704,"2011-08-19","04:10:25"
"5858",32.641923,-117.100814,"2011-08-19","04:10:26"
"5859",32.642233,-117.100922,"2011-08-19","04:10:27"
"5860",32.642549,-117.101024,"2011-08-19","04:10:28"
"5861",32.64286,-117.10113,"2011-08-19","04:10:29"
"5862",32.643173,-117.101235,"2011-08-19","04:10:30"
"5863",32.643489,-117.101335,"2011-08-19","04:10:31"
"5864",32.643811,-117.101446,"2011-08-19","04:10:32"
"5865",32.644127,-117.101551,"2011-08-19","04:10:33"
"5866",32.644446,-117.101655,"2011-08-19","04:10:34"
"5867",32.644765,-117.101757,"2011-08-19","04:10:35"
"5868",32.645084,-117.101863,"2011-08-19","04:10:36"
"5869",32.645399,-117.101967,"2011-08-19","04:10:37"
"5870",32.645715,-117.102071,"2011-08-19","04:10:38"
"5871",32.646029,-117.10217,"2011-08-19","04:10:39"
"5872",32.646342,-117.102271,"2011-08-19","04:10:40"
"5873",32.646653,-117.102374,"2011-08-19","04:10:41"
"5874",32.64696,-117.102475,"2011-08-19","04:10:42"
"5875",32.647268,-117.102583,"2011-08-19","04:10:43"
"5876",32.647579,-117.102695,"2011-08-19","04:10:44"
"5877",32.647885,-117.102808,"2011-08-19","04:10:45"
"5878",32.648188,-117.102923,"2011-08-19","04:10:46"
"5879",32.648492,-117.103038,"2011-08-19","04:10:47"
"5880",32.648794,-117.103152,"2011-08-19","04:10:48"
"5881",32.64909,-117.103266,"2011-08-19","04:10:49"
"5882",32.649389,-117.103386,"2011-08-19","04:10:50"
"5883",32.649687,-117.103511,"2011-08-19","04:10:51"
